WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,IDA_NAME,WORK_DESCRIPTION,MP_NAME,FLAG,CONSTITUENCY_ID,LETTER_NO,ACTUAL_AMOUNT,Sno,CONSTITUENCY,ACTUAL_END_DATE,WORK_RECOMMENDATION_DTL_ID,WORK_ID,AVERAGE_RATING,FILE_STATUS,ATTACH_ID,Total_Amt
Normal/Others,WS/MP18149/2025-2026/183702-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),"Installation of Solar Light at Cremation Ground of Jamusahi Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/9,40000.0,20382,PURI,13-Nov-2025,183702,143635,0.0,,,
Normal/Others,WS/MP18149/2025-2026/183928-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),"Installation of Solar Light at Cremation Ground of  Sajanapada Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/11,40000.0,20383,PURI,13-Nov-2025,183928,143645,0.0,,,
Normal/Others,WS/MP555/2025-2026/200651-Construction of platforms and passenger sheds at railway stations,Bihar,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA),bagaha nagar prishad wardd 18 men hnuman mandir ke pass chbutra nirman kary ,Sunil Kumar ,3,78,LN/MP555/2025-2026/193,380983.0,20384,VALMIKI NAGAR,13-Nov-2025,200651,143649,0.0,,,
Normal/Others,WS/MP719/2025-2026/161815-Construction of community centers and community halls,Rajasthan,Kekri(DISTRICT COLLECTOR Kekri_IDA),Construction of open tibara near Tejaji place ekalseenga.,Bhagirath Chaudhary,3,334,LN/MP719/2024-2025/278,445108.0,20385,AJMER,31-Dec-2025,161815,143650,0.0,True,1883515,
Normal/Others,WS/MP18149/2025-2026/183734-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),"Installation of Solar Light at Cremation Ground of Kesharpur Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/9,40000.0,20386,PURI,13-Nov-2025,183734,143652,0.0,,,
Normal/Others,WS/MP18149/2025-2026/183705-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),"Installation of Solar Light at Cremation Ground of Aswasthapada Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/9,40000.0,20387,PURI,13-Nov-2025,183705,143659,0.0,,,
Normal/Others,"WS/MP423/2025-2026/202527-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Construction of CC road from house of Swapan Pandit to house Dibyendu Pandit at Ghantapara under North Bawali GP. (Length- 52.0 mtr),Shri Abhishek Banerjee,3,524,LN/MP423/2025-2026/77,199562.0,20388,DIAMOND HARBOUR,18-Dec-2025,202527,143687,0.0,,,
Normal/Others,WS/MP18044/2025-2026/219455-Development of playfields and sports grounds,Bihar,SITAMARHI(DISTRICT PLANNING OFFICER SITAMARHI_IDA),installation of Bermuda grass in the cricket ground at Janaki Stadium Dumra Sitamarhi.,DEVESH CHANDRA THAKUR,3,72,LN/MP18044/2025-2026/85,496657.0,20389,SITAMARHI,18-Nov-2025,219455,143698,0.0,,,
Normal/Others,WS/MP18076/2025-2026/192865-Construction of community centers and community halls,Karnataka,Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA),"Construction of community hall at Jagadapura Village, J Byadarahalli Grama Panchayath, Channapatana Taluk, Ramanagara District, Karnataka State.",DR C N MANJUNATH,3,166,LN/MP18076/2025-2026/107,500000.0,20390,BANGALORE RURAL,29-Jan-2026,192865,143703,0.0,True,1962773,
Normal/Others,"WS/MP18083/2025-2026/180236-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),Concreting work on public road passing near Ullalthi temple in Kepu village of Bantwala taluk,CAPTAIN BRIJESH CHOWTA,3,173,LN/MP18083/2024-2025/56,495840.0,20391,DAKSHINA KANNADA,14-Nov-2025,180236,143706,0.0,True,1788406,
Normal/Others,"WS/MP859/2025-2026/218354-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),CONSTRUCTION OF CONCRETE ROAD FROM ARIUNTALA MORE TO NANTUR GOLA (SARADAMONI PRATISTAN RORD) UNDER NABAGRAM GRAM PANCHYAT WITHIN SERAMPORE-UTTARPARA BLOCK,Kalyan Banerjee,3,505,LN/MP859/2025-2026/56,649314.0,20392,SREERAMPUR,13-Nov-2025,218354,143711,0.0,True,1784900,
Normal/Others,WS/MP533/2025-2026/226018-Construction of toilet blocks,Arunachal Pradesh,KRA DAADI(DC KRADAADI_IDA),Construction of community toilet blocks at football ground in govt higher seconday school at yangte,Kiren Rijiju,3,28,LN/MP533/2025-2026/67,500000.0,20393,ARUNACHAL WEST,20-Nov-2025,226018,143749,0.0,True,1799253,
Normal/Others,"WS/MP410/2025-2026/199560-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Assam,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),"Construction of building for Jan Aushadhi Kendra at Dhemaji Civil Hospital Campus, under MPLADS, for the year 2025-26",Pradan Baruah,3,32,LN/MP410/2025-2026/33,250000.0,20394,LAKHIMPUR,13-Nov-2025,199560,143760,0.0,True,1785303,
Normal/Others,WS/MP533/2025-2026/226019-Construction of boundary walls of existing public and community buildings,Arunachal Pradesh,KRA DAADI(DC KRADAADI_IDA),Construction of school boundary wall at govt primary school in ringte village yangte circle ,Kiren Rijiju,3,28,LN/MP533/2025-2026/67,1000000.0,20395,ARUNACHAL WEST,20-Nov-2025,226019,143766,0.0,True,1799262,
Normal/Others,WS/MP18222/2025-2026/170130-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Devi Prasad,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20396,JAUNPUR,31-Jul-2026,170130,143767,0.0,True,2334335,
Normal/Others,WS/MP18222/2025-2026/170131-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),sandeep yadav,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20397,JAUNPUR,31-Jul-2026,170131,143768,0.0,True,2334336,
Normal/Others,WS/MP18222/2025-2026/170132-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),brijesh yadav,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20398,JAUNPUR,31-Jul-2026,170132,143769,0.0,True,2334337,
Normal/Others,WS/MP18222/2025-2026/170134-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),sandeep yadav ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20399,JAUNPUR,31-Jul-2026,170134,143772,0.0,True,2334338,
Normal/Others,WS/MP18156/2025-2026/219881-Installation of fixed garden gym equipment,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Installation of  an outdoor gym,CHARANJIT SINGH CHANNI,3,331,LN/MP18156/2025-2026/18,96846.0,20400,JALANDHAR(SC),11-Jan-2026,219881,143775,0.0,True,1909957,
Normal/Others,WS/MP18222/2025-2026/170135-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),vikash yadav,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20401,JAUNPUR,31-Jul-2026,170135,143777,0.0,True,2334339,
Normal/Others,WS/MP18222/2025-2026/170137-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),phoolchand nishad,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20402,JAUNPUR,31-Jul-2026,170137,143780,0.0,True,2334377,
Normal/Others,WS/MP18222/2025-2026/170138-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),sher bahur maurya ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20403,JAUNPUR,31-Jul-2026,170138,143782,0.0,True,2334380,
Normal/Others,WS/MP18222/2025-2026/170142-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),birendra prajapati ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20404,JAUNPUR,31-Jul-2026,170142,143783,0.0,True,2334382,
Normal/Others,WS/MP18222/2025-2026/170145-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),prince vishwakarma ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20405,JAUNPUR,31-Jul-2026,170145,143784,0.0,True,2334386,
Normal/Others,WS/MP18222/2025-2026/170144-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),raj mani pal ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20406,JAUNPUR,31-Jul-2026,170144,143785,0.0,True,2334384,
Normal/Others,WS/MP18222/2025-2026/170162-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),akhilesh yadav,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20407,JAUNPUR,31-Jul-2026,170162,143788,0.0,True,2334389,
Normal/Others,"WS/MP423/2025-2026/220932-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,BHOJPUR(DISTRICT PLANNING OFFICER BHOJPUR ARRAH_IDA),District aara block agniaaw panchayat barun ke antargat madanpur village sthith narayanpur mukhya sadak se braham baba hote hue ganesh upadhyay ke jamin tk pcc sadak ka nirman karya,Ramprit Mandal,3,62,LN/MP423/2025-2026/100,1198844.0,20408,JHANJHARPUR,13-Nov-2025,220932,143790,0.0,,,
Normal/Others,WS/MP18222/2025-2026/170163-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),vikash yadav ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20409,JAUNPUR,31-Jul-2026,170163,143791,0.0,True,2334392,
Normal/Others,WS/MP18222/2025-2026/170165-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),devanand ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20410,JAUNPUR,31-Jul-2026,170165,143792,0.0,True,2334394,
Normal/Others,WS/MP18222/2025-2026/170166-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),anil yadav ke makan ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20411,JAUNPUR,31-Jul-2026,170166,143794,0.0,True,2334397,
Normal/Others,WS/MP18222/2025-2026/170167-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),sanjay bahadur ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20412,JAUNPUR,31-Jul-2026,170167,143795,0.0,True,2334399,
Normal/Others,WS/MP18222/2025-2026/170169-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rahul yadav ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20413,JAUNPUR,31-Jul-2026,170169,143798,0.0,True,2334401,
Normal/Others,WS/MP18222/2025-2026/170170-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),viny kr yadav ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20414,JAUNPUR,31-Jul-2026,170170,143799,0.0,True,2334403,
Normal/Others,WS/MP18222/2025-2026/170463-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),manoj nishad ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20415,JAUNPUR,30-Jul-2026,170463,143801,0.0,True,2334277,
Normal/Others,WS/MP18222/2025-2026/170465-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),mohd abid ali ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20416,JAUNPUR,30-Jul-2026,170465,143802,0.0,True,2334285,
Normal/Others,WS/MP18222/2025-2026/170464-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ashok yadav ke makan ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20417,JAUNPUR,30-Jul-2026,170464,143803,0.0,True,2334283,
Normal/Others,WS/MP18222/2025-2026/170466-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),arvind pal ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20418,JAUNPUR,30-Jul-2026,170466,143806,0.0,True,2334287,
Normal/Others,WS/MP372/2025-2026/208928-Lighting of public spaces,Odisha,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),"INSTALLATION OF SEMI HI MAST SOLAR STREET LIGHT NEAR BELESWAR SANSKRIT MAHAVIDYALAYA, PURUNAPARI, WARD NO.5 (40WATTX4NOS.)",Shri Bhartruhari Mahtab,3,299,LN/MP372/2025-2026/248,100000.0,20419,CUTTACK,13-Nov-2025,208928,143807,0.0,True,1785388,
Normal/Others,WS/MP18311/2025-2026/219483-Installation of fixed garden gym equipment,Punjab,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),installation of fixed gym at vill abhipur Abhepur 79,MALVINDER SINGH KANG,3,329,LN/MP18311/2025-2026/214,300000.0,20420,ANANDPUR SAHIB,24-Nov-2025,219483,143808,0.0,True,1805947,
Normal/Others,WS/MP18222/2025-2026/170467-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ashok yadav ke makan ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20421,JAUNPUR,30-Jul-2026,170467,143810,0.0,True,2334290,
Normal/Others,WS/MP743/2025-2026/230501-Purchase of sports equipment,Tamil Nadu,Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Supply of Sports Equipments to BMS Government Girls Higher Secondry School in Little Kanchipuram at Kanchipuram District.,Ganesan Selvam,3,361,LN/MP743/2025-2026/52,300000.0,20422,KANCHEEPURAM(SC),13-Nov-2025,230501,143811,0.0,True,1785431,
Normal/Others,"WS/MP423/2024-2025/138674-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Construction of CC Road from H/O Akkas Ali Molla to H/O Soidul Haqe Molla.(69 mtr),Shri Abhishek Banerjee,3,524,LN/MP423/2024-2025/64,299815.0,20423,DIAMOND HARBOUR,21-Aug-2026,138674,143812,0.0,True,2391316,
Normal/Others,WS/MP18222/2025-2026/170468-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ravindra yadav,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20424,JAUNPUR,30-Jul-2026,170468,143815,0.0,True,2334294,
Normal/Others,WS/MP18222/2025-2026/170469-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),kripashankar yadav ke makan ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20425,JAUNPUR,30-Jul-2026,170469,143816,0.0,True,2334297,
Normal/Others,WS/MP18222/2025-2026/170470-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),arvind yadav ke makan ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20426,JAUNPUR,30-Jul-2026,170470,143818,0.0,True,2334302,
Normal/Others,WS/MP18222/2025-2026/170471-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rajesh vishwakarma ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20427,JAUNPUR,30-Jul-2026,170471,143820,0.0,True,2334306,
Normal/Others,WS/MP18222/2025-2026/170511-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),salikram nishad ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20428,JAUNPUR,30-Jul-2026,170511,143821,0.0,True,2334308,
Normal/Others,WS/MP18222/2025-2026/170512-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),shailendra yadav ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20429,JAUNPUR,31-Jul-2026,170512,143822,0.0,True,2334326,
Normal/Others,WS/MP18032/2025-2026/192392-Construction of community centers and community halls,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Construction of community hall for chauhan society at Bhaluni dham,SUDHAKAR SINGH,3,80,LN/MP18032/2025-2026/27,1491665.0,20430,BUXAR,08-May-2026,192392,143823,0.0,True,2177427,
Normal/Others,WS/MP18222/2025-2026/170522-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),sujeet maurya ke makan ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20431,JAUNPUR,31-Jul-2026,170522,143824,0.0,True,2334327,
Normal/Others,WS/MP372/2025-2026/208897-Installing tube-wells and borewells,Odisha,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),INSTALLATION OF BORING TUBE WELL WITH PLAT FORM NEAR CHAITANYA DALAI HOUSE SITE AND GOPAL SAHI MIDDLE POSITION WARD NO.10,Shri Bhartruhari Mahtab,3,299,LN/MP372/2025-2026/245,30000.0,20432,CUTTACK,13-Nov-2025,208897,143826,0.0,True,1785471,
Normal/Others,"WS/MP18170/2025-2026/165931-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,SIKAR(DISTRICT COLLECTOR SIKAR_IDA),"CC interlok construcation work from shree Ramesh Garhwals house to Shree Subhash Garhwals hous ,village Yalsar",AMRARAM,3,346,LN/MP18170/2024-2025/13,599999.0,20433,SIKAR,06-Mar-2026,165931,143827,0.0,,,
Normal/Others,WS/MP18222/2025-2026/170523-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),kripashankr yadav ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20434,JAUNPUR,31-Jul-2026,170523,143829,0.0,True,2334328,
Normal/Others,WS/MP18222/2025-2026/170524-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),kamlesh ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20435,JAUNPUR,31-Jul-2026,170524,143830,0.0,True,2334329,
Normal/Others,WS/MP743/2025-2026/230502-Purchase of sports equipment,Tamil Nadu,Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Supply of Sports Equipments to Government Higher Secondary School in Ayyangarkulam at Kanchipuram District.,Ganesan Selvam,3,361,LN/MP743/2025-2026/52,300000.0,20436,KANCHEEPURAM(SC),13-Nov-2025,230502,143832,0.0,True,1785502,
Normal/Others,WS/MP18222/2025-2026/170525-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),brijesh kumar yadav,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20437,JAUNPUR,31-Jul-2026,170525,143833,0.0,True,2334330,
Normal/Others,WS/MP18222/2025-2026/170526-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),surendra yadan ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20438,JAUNPUR,31-Jul-2026,170526,143834,0.0,True,2334331,
Normal/Others,WS/MP18222/2025-2026/170527-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),suneel yadav ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20439,JAUNPUR,31-Jul-2026,170527,143837,0.0,True,2334340,
Normal/Others,WS/MP18222/2025-2026/170528-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),kanhaiyalal chauhan ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20440,JAUNPUR,31-Jul-2026,170528,143838,0.0,True,2334341,
Normal/Others,WS/MP18222/2025-2026/170530-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),heeralal vishwakarma ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20441,JAUNPUR,31-Jul-2026,170530,143839,0.0,True,2334342,
Normal/Others,WS/MP18222/2025-2026/170531-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),pradumn yadav ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20442,JAUNPUR,31-Jul-2026,170531,143841,0.0,True,2334343,
Normal/Others,WS/MP18222/2025-2026/170532-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),waseen khan ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20443,JAUNPUR,31-Jul-2026,170532,143842,0.0,True,2334344,
Normal/Others,WS/MP18112/2024-2025/143947-Construction of community centers and community halls,Maharashtra,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Construction Of Community Hall At Hirur Purna Ta. Chandur Bazar ,BALWANT BASWANT WANKHADE,3,262,LN/MP18112/2024-2025/15,1441000.0,20444,AMRAVATI(SC),13-Nov-2025,143947,143844,0.0,True,1786519,
Normal/Others,WS/MP743/2025-2026/230503-Purchase of sports equipment,Tamil Nadu,Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Supply of Sports Equipments to CMS Government Higher Secondary School in kanchipuram at Kanchipuram District.,Ganesan Selvam,3,361,LN/MP743/2025-2026/52,300000.0,20445,KANCHEEPURAM(SC),13-Nov-2025,230503,143846,0.0,True,1785545,
Normal/Others,WS/MP18222/2025-2026/170533-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rakesh yadav ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20446,JAUNPUR,31-Jul-2026,170533,143848,0.0,True,2334345,
Normal/Others,WS/MP18222/2025-2026/170534-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),sarvesh gautam ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20447,JAUNPUR,31-Jul-2026,170534,143849,0.0,True,2334482,
Normal/Others,WS/MP18222/2025-2026/170536-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rajpati yadav ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20448,JAUNPUR,31-Jul-2026,170536,143851,0.0,True,2334346,
Normal/Others,WS/MP18222/2025-2026/170535-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rahul yadav ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20449,JAUNPUR,31-Jul-2026,170535,143852,0.0,True,2334483,
Normal/Others,WS/MP18222/2025-2026/170537-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),sandeep pal ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20450,JAUNPUR,31-Jul-2026,170537,143853,0.0,True,2334347,
Normal/Others,WS/MP18222/2025-2026/170538-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ankit yadav ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/4,19989.0,20451,JAUNPUR,31-Jul-2026,170538,143854,0.0,True,2334348,
Normal/Others,WS/MP300/2024-2025/160129-Installing community drinking water plants,Odisha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),"Block-Bhubaneswar, Installation of Cold Drinking Water at Bhagabat Tungi, Village-Gadakana, Ward No.-9",Smt Aparajita Sarangi,3,317,LN/MP300/2024-2025/37,100000.0,20452,BHUBANESWAR,13-Nov-2025,160129,143855,0.0,True,1785737,
Normal/Others,WS/MP372/2025-2026/185501-Lighting of public spaces,Odisha,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),INSTALLATION OF 70 WATT STREET LIGHT IN MANAPUR G.P.AT KALARABANKA,Shri Bhartruhari Mahtab,3,299,LN/MP372/2024-2025/172,50000.0,20453,CUTTACK,13-Nov-2025,185501,143856,0.0,True,1785770,
Normal/Others,WS/MP743/2025-2026/230504-Purchase of sports equipment,Tamil Nadu,Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Supply of Sports Equipments to Government Higher Schondary School in Enjampakkam at Kanchipuram District.,Ganesan Selvam,3,361,LN/MP743/2025-2026/52,300000.0,20454,KANCHEEPURAM(SC),13-Nov-2025,230504,143857,0.0,True,1785576,
Normal/Others,WS/MP18222/2025-2026/169993-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),shankar yadav ke ghar ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20455,JAUNPUR,31-Jul-2026,169993,143858,0.0,True,2334472,
Normal/Others,WS/MP18156/2025-2026/219878-Installation of fixed garden gym equipment,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Installation of  an outdoor gym ,CHARANJIT SINGH CHANNI,3,331,LN/MP18156/2025-2026/18,96846.0,20456,JALANDHAR(SC),11-Jan-2026,219878,143860,0.0,True,1909916,
Normal/Others,WS/MP743/2025-2026/230505-Purchase of sports equipment,Tamil Nadu,Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Supply of Sports Equipments to Government High School in Karai at Kanchipuram District.,Ganesan Selvam,3,361,LN/MP743/2025-2026/52,300000.0,20457,KANCHEEPURAM(SC),13-Nov-2025,230505,143863,0.0,True,1785633,
Normal/Others,WS/MP18222/2025-2026/169952-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Narendra yadav ke makan ke pass,BABU SINGH KUSHWAHA,3,428,LN/MP18222/2024-2025/3,19989.0,20458,JAUNPUR,31-Jul-2026,169952,143864,0.0,True,2334477,
